date,close
2020-08-21,186.44
2020-08-24,184.44
2020-08-25,187.5
2020-08-26,186.35
2020-08-27,184.22
2020-08-28,183.81
2020-08-31,182.74
2020-09-01,184.53
2020-09-02,183.91
2020-09-03,182.9
2020-09-04,184.33
2020-09-07,183.62
2020-09-08,182.92
2020-09-09,184.27
2020-09-10,186.83
2020-09-11,187.32
2020-09-14,187.62
2020-09-15,187.99
2020-09-16,188.6
2020-09-17,186.69
2020-09-18,188.17
2020-09-21,190.68
2020-09-22,191.72
2020-09-23,193.93
2020-09-24,192.69
2020-09-25,195.22
2020-09-28,196.96
2020-09-29,193.52
2020-09-30,193.47
2020-10-01,197.48
2020-10-02,195.71
2020-10-05,195.39
2020-10-06,195.15
2020-10-07,197.43
2020-10-08,195.18
2020-10-09,195.18
2020-10-12,197.97
2020-10-13,200.39
2020-10-14,199.26
2020-10-15,199.75
2020-10-16,201.29
2020-10-19,199.74
2020-10-20,200.13
2020-10-21,199.71
2020-10-22,198.68
2020-10-23,197.8
2020-10-26,201.55
2020-10-27,201.89
2020-10-28,202.9
2020-10-29,203.4
2020-10-30,203.88
2020-11-02,200.92
2020-11-03,198.04
2020-11-04,197.62
2020-11-05,198.56
2020-11-06,198.28
2020-11-09,198.28
2020-11-10,198.92
2020-11-11,199.09
2020-11-12,197.28
2020-11-13,200.72
2020-11-16,201.21
2020-11-17,199.79
2020-11-18,199.68
2020-11-19,200.78
2020-11-20,199.7
2020-11-23,203.39
2020-11-24,202.27
2020-11-25,204.34
2020-11-26,205.99
2020-11-27,204.91
2020-11-30,203.33
2020-12-01,201.58
2020-12-02,197.73
2020-12-03,196.54
2020-12-04,198.13
2020-12-07,197.56
2020-12-08,199.38
2020-12-09,199.21
2020-12-10,197.89
2020-12-11,201.86
2020-12-14,204.7
2020-12-15,204.51
2020-12-16,207.56
2020-12-17,209.29
2020-12-18,205.55
2020-12-21,206
2020-12-22,203.74
2020-12-23,201.27
2020-12-24,199.85
2020-12-25,199.6
2020-12-28,199.29
2020-12-29,201
2020-12-30,201.32
2020-12-31,199.5
2021-01-01,199.8
2021-01-04,201.22
2021-01-05,198.58
2021-01-06,200.62
2021-01-07,200.14
2021-01-08,200.39
2021-01-11,198.88
2021-01-12,199.57
2021-01-13,199.48
2021-01-14,200.98
2021-01-15,202.3
2021-01-18,203.06
2021-01-19,205.38
2021-01-20,203.1
2021-01-21,202.43
2021-01-22,199.77
2021-01-25,194.4
2021-01-26,197.88
2021-01-27,193.75
2021-01-28,194.94
2021-01-29,195.66
2021-02-01,194.19
2021-02-02,194.64
2021-02-03,196.48
2021-02-04,192.08
2021-02-05,191.59
2021-02-08,189.27
2021-02-09,191.16
2021-02-10,192.62
2021-02-11,193.91
2021-02-12,195.43
2021-02-15,194.58
2021-02-16,192.35
2021-02-17,193.95
2021-02-18,194.91
2021-02-19,194.6
2021-02-22,193.39
2021-02-23,192.37
2021-02-24,192.84
2021-02-25,193.82
2021-02-26,192.63
2021-03-01,193.63
2021-03-02,192.72
2021-03-03,191.06
2021-03-04,194.1
2021-03-05,192
2021-03-08,191.92
2021-03-09,190.92
2021-03-10,188.97
2021-03-11,190.7
2021-03-12,194
2021-03-15,196.35
2021-03-16,196.14
2021-03-17,194.76
2021-03-18,194.6
2021-03-19,196.03
2021-03-22,196.47
2021-03-23,197.75
2021-03-24,199.64
2021-03-25,203.99
2021-03-26,203.52
2021-03-29,203.83
2021-03-30,207.86
2021-03-31,210
2021-04-01,214.38
2021-04-02,216.56
2021-04-05,214.6
2021-04-06,216.08
2021-04-07,214.06
2021-04-08,211.95
2021-04-09,209.63
2021-04-12,207.73
2021-04-13,208.36
2021-04-14,212.04
2021-04-15,211.73
2021-04-16,210.7
2021-04-19,212.72
2021-04-20,211.98
2021-04-21,211.19
2021-04-22,215.38
2021-04-23,216.2
2021-04-26,215.77
2021-04-27,217.15
2021-04-28,216.04
2021-04-29,214.88
2021-04-30,216.16
2021-05-03,212.97
2021-05-04,218.41
2021-05-05,216.77
2021-05-06,217.26
2021-05-07,217.56
2021-05-10,216.9
2021-05-11,213.98
2021-05-12,214.13
2021-05-13,214.49
2021-05-14,216.94
2021-05-17,219.15
2021-05-18,217.53
2021-05-19,220.23
2021-05-20,217.98
2021-05-21,214.96
2021-05-24,214.76
2021-05-25,214.48
2021-05-26,212.83
2021-05-27,212.02
2021-05-28,213.93
2021-05-31,214.1
2021-06-01,209.99
2021-06-02,211.57
2021-06-03,211.93
2021-06-04,214.72
2021-06-07,214.92
2021-06-08,218.24
2021-06-09,217.57
2021-06-10,214.35
2021-06-11,213.25
2021-06-14,214.38
2021-06-15,211.73
2021-06-16,211.15
2021-06-17,212.18
2021-06-18,213.17
2021-06-21,213.41
2021-06-22,211.53
2021-06-23,212.36
2021-06-24,212.37
2021-06-25,210.77
2021-06-28,207.8
2021-06-29,209.02
2021-06-30,208.8
2021-07-01,210.66
2021-07-02,212.58
2021-07-05,209.85
2021-07-06,208.5
2021-07-07,213.01
2021-07-08,212.17
2021-07-09,211.46
2021-07-12,207.29
2021-07-13,205.38
2021-07-14,204.13
2021-07-15,204.78
2021-07-16,204.08
2021-07-19,202.51
2021-07-20,201.84
2021-07-21,202.87
2021-07-22,203.15
2021-07-23,202.55
2021-07-26,202.43
2021-07-27,202.62
2021-07-28,204.73
2021-07-29,205.51
2021-07-30,203.82
2021-08-02,204.06
2021-08-03,208.03
2021-08-04,208.18
2021-08-05,204.53
2021-08-06,203.98
2021-08-09,205.19
2021-08-10,204.73
2021-08-11,204.6
2021-08-12,203.98
2021-08-13,204.5
2021-08-16,201.54
2021-08-17,201.32
2021-08-18,200.46
2021-08-19,200.79
2021-08-20,197.39
2021-08-23,195.82
2021-08-24,197.74
2021-08-25,198.98
2021-08-26,199.69
2021-08-27,202.64
2021-08-30,204.59
2021-08-31,208.94
2021-09-01,203.89
2021-09-02,204.62
2021-09-03,205.91
2021-09-06,208.74
2021-09-07,207.07
2021-09-08,208.18
2021-09-09,207.23
2021-09-10,206.17
2021-09-13,208.27
2021-09-14,207.59
2021-09-15,209.41
2021-09-16,208.33
2021-09-17,209.14
2021-09-20,208.98
2021-09-21,210.29
2021-09-22,211.6
2021-09-23,210.22
2021-09-24,210.61
2021-09-27,207.14
2021-09-28,207.55
2021-09-29,207.64
2021-09-30,206.9
2021-10-01,206.69
2021-10-04,202.38
2021-10-05,200.9
2021-10-06,201.12
2021-10-07,201.03
2021-10-08,200.36
2021-10-11,200.44
2021-10-12,199.64
2021-10-13,200.07
2021-10-14,199.36
2021-10-15,201.21
2021-10-18,198.59
2021-10-19,198.2
2021-10-20,198.97
2021-10-21,198.63
2021-10-22,199.22
2021-10-25,198.54
2021-10-26,198.91
2021-10-27,198.45
2021-10-28,198.89
2021-10-29,197.57
2021-11-01,195.92
2021-11-02,196.41
2021-11-03,195.12
2021-11-04,199.85
2021-11-05,197.68
2021-11-08,194.71
2021-11-09,191.45
2021-11-10,189.75
2021-11-11,188.87
2021-11-12,187.85
2021-11-15,187.27
2021-11-16,190.51
2021-11-17,189.92
2021-11-18,188.77
2021-11-19,189.32
2021-11-22,190.65
2021-11-23,191.11
2021-11-24,191.95
2021-11-25,190.62
2021-11-26,187.93
2021-11-29,188.79
2021-11-30,187.94
2021-12-01,188.62
2021-12-02,191.15
2021-12-03,192.55
2021-12-06,192.52
2021-12-07,190.7
2021-12-08,189.62
2021-12-09,193.18
2021-12-10,193.37
2021-12-13,194.92
2021-12-14,192.8
2021-12-15,199.43
2021-12-16,200.92
2021-12-17,198.45
2021-12-20,200.6
2021-12-21,196.28
2021-12-22,196.84
2021-12-23,197.59
2021-12-24,195.94
2021-12-27,195.3
2021-12-28,190.83
2021-12-29,190.15
2021-12-30,187.44
2021-12-31,182.03
2022-01-03,181.8
2022-01-04,184.23
2022-01-05,188.14
2022-01-06,184.48
2022-01-07,188.36
2022-01-10,187.2
2022-01-11,189.02
2022-01-12,181.59
2022-01-13,186.19
2022-01-14,190.15
2022-01-17,195.03
2022-01-18,198.67
2022-01-19,197.54
2022-01-20,201.24
2022-01-21,200.72
2022-01-24,202.97
2022-01-25,203.36
2022-01-26,200.51
2022-01-27,202.14
2022-01-28,201.96
2022-01-31,199.46
2022-02-01,200.85
2022-02-02,203.34
2022-02-03,193.84
2022-02-04,192.52
2022-02-07,195.76
2022-02-08,200.16
2022-02-09,199.36
2022-02-10,203.77
2022-02-11,202.38
2022-02-14,209.28
2022-02-15,211.39
2022-02-16,205.03
2022-02-17,206.19
2022-02-18,210.52
2022-02-21,214.74
2022-02-22,208.09
2022-02-23,201.08
2022-02-24,210.11
2022-02-25,206.88
2022-02-28,204.04
2022-03-01,202.41
2022-03-02,205.38
2022-03-03,209.27
2022-03-04,217.65
2022-03-07,211.57
2022-03-08,217.84
2022-03-09,220.46
2022-03-10,224.06
2022-03-11,223.64
2022-03-14,222.71
2022-03-15,226.13
2022-03-16,233.26
2022-03-17,241.43
2022-03-18,234.41
2022-03-21,221.79
2022-03-22,214.16
2022-03-23,208.63
2022-03-24,215.42
2022-03-25,211.71
2022-03-28,198.1
2022-03-29,203.86
2022-03-30,200.37
2022-03-31,210.47
2022-04-01,205.92
2022-04-04,210.52
2022-04-05,208.83
2022-04-06,203.95
2022-04-07,193.88
2022-04-08,187.01
2022-04-11,185.4
2022-04-12,179.62
2022-04-13,178.44
2022-04-14,174.42
2022-04-15,167.82
2022-04-18,169.63
2022-04-19,163.17
2022-04-20,164.59
2022-04-21,163.04
2022-04-22,161.13
2022-04-25,173.09
2022-04-26,175.69
2022-04-27,176.01
2022-04-28,179.25
2022-04-29,170.73
2022-05-02,172.02
2022-05-03,159.84
2022-05-04,156.73
2022-05-05,155.01
2022-05-06,153.65
2022-05-09,150.43
2022-05-10,152.78
2022-05-11,151.97
2022-05-12,152.16
2022-05-13,152.61
2022-05-16,152.04
2022-05-17,151.73
2022-05-18,152.27
2022-05-19,150.41
2022-05-20,151.37
2022-05-23,149.23
2022-05-24,149.03
2022-05-25,147.34
2022-05-26,147.9
2022-05-27,147.67
2022-05-30,148.55
2022-05-31,148.19
2022-06-01,147.05
2022-06-02,147.79
2022-06-03,148.9
2022-06-06,149.22
2022-06-07,150.05
2022-06-08,147.71
2022-06-09,147.69
2022-06-10,149.05
2022-06-13,148.26
2022-06-14,149.94
2022-06-15,149.39
2022-06-16,147.92
2022-06-17,148.75
2022-06-20,150.46
2022-06-21,150.13
2022-06-22,152.01
2022-06-23,152.31
2022-06-24,157.87
2022-06-27,157.71
2022-06-28,158.06
2022-06-29,157.43
2022-06-30,159.22
2022-07-01,156.1
2022-07-04,155.34
2022-07-05,156.03
2022-07-06,153.83
2022-07-07,154.32
2022-07-08,154.74
2022-07-11,154.89
2022-07-12,154.28
2022-07-13,154.3
2022-07-14,153.06
2022-07-15,153.76
2022-07-18,156.05
2022-07-19,157.52
2022-07-20,157.12
2022-07-21,155.49
2022-07-22,154.89
2022-07-25,154.66
2022-07-26,154.98
2022-07-27,152.26
2022-07-28,151.54
2022-07-29,150.68
2022-08-01,150.84
2022-08-02,149.63
2022-08-03,147.59
2022-08-04,146.94
2022-08-05,145.39
2022-08-08,145.59
2022-08-09,145.44
2022-08-10,145.18
2022-08-11,150.23
2022-08-12,153.31
2022-08-15,152.61
2022-08-16,152.31
2022-08-17,149.42
2022-08-18,151.97
2022-08-19,153.32
2022-08-22,154.22
2022-08-23,155.51
2022-08-24,154.37
2022-08-25,154.97
2022-08-26,156.12
2022-08-29,153.11
2022-08-30,150.85
2022-08-31,152.51
2022-09-01,149.57
2022-09-02,151.33
2022-09-05,151.05
2022-09-06,149.48
2022-09-07,148.2
2022-09-08,148.82
2022-09-09,148.04
2022-09-12,147.57
2022-09-13,147.05
2022-09-14,148.07
2022-09-15,148.31
2022-09-16,147.41
2022-09-19,148.58
2022-09-20,149.1
2022-09-21,148.82
2022-09-22,148.61
2022-09-23,147.7
2022-09-26,150.5
2022-09-27,149.77
2022-09-28,148.61
2022-09-29,145.51
2022-09-30,147.14
2022-10-03,146.93
2022-10-04,145.77
2022-10-05,146.78
2022-10-06,147.18
2022-10-07,148.42
2022-10-10,149.13
2022-10-11,147.97
2022-10-12,146.65
2022-10-13,147.79
2022-10-14,145.84
2022-10-17,146.86
2022-10-18,147.46
2022-10-19,147.79
2022-10-20,147.11
2022-10-21,147.58
2022-10-24,148.55
2022-10-25,150.61
2022-10-26,149.99
2022-10-27,150.95
2022-10-28,152.99
2022-10-31,152.33
2022-11-01,154.98
2022-11-02,156.84
2022-11-03,157.78
2022-11-04,158.66
2022-11-07,157.27
2022-11-08,156.74
2022-11-09,158.72
2022-11-10,158.52
2022-11-11,159.88
2022-11-14,158.92
2022-11-15,158.91
2022-11-16,158.89
2022-11-17,159.53
2022-11-18,159.37
2022-11-21,157.29
2022-11-22,156.77
2022-11-23,155.51
2022-11-24,155.41
2022-11-25,154.81
2022-11-28,154.11
2022-11-29,152.72
2022-11-30,153.15
2022-12-01,153.91
2022-12-02,149.54
2022-12-05,151.53
2022-12-06,152.77
2022-12-07,153.4
2022-12-08,153.22
2022-12-09,152.7
2022-12-12,152.78
2022-12-13,152.81
2022-12-14,151.01
2022-12-15,150.33
2022-12-16,149.73
2022-12-19,149.86
2022-12-20,149.38
2022-12-21,148.32
2022-12-22,149.63
2022-12-23,148.78
2022-12-26,149.62
2022-12-27,149.48
2022-12-28,149.53
2022-12-29,148.68
2022-12-30,148.79
2023-01-02,151.09
2023-01-03,153.18
2023-01-04,150.24
2023-01-05,149.09
2023-01-06,150.29
2023-01-09,151.47
2023-01-10,152.68
2023-01-11,154.11
2023-01-12,154.73
2023-01-13,154.99
2023-01-16,155.23
2023-01-17,156.27
2023-01-18,154.2
2023-01-19,156.35
2023-01-20,157.27
2023-01-23,155.18
2023-01-24,155.24
2023-01-25,156.34
2023-01-26,157.74
2023-01-27,155.39
2023-01-30,154.05
2023-01-31,154.11
2023-02-01,153.23
2023-02-02,152.62
2023-02-03,152.28
2023-02-06,153.58
2023-02-07,155.33
2023-02-08,156.05
2023-02-09,155.86
2023-02-10,156.55
2023-02-13,158.45
2023-02-14,155.2
2023-02-15,154.34
2023-02-16,154.32
2023-02-17,151.67
2023-02-20,153.67
2023-02-21,154.71
2023-02-22,156.13
2023-02-23,156.64
2023-02-24,156.23
2023-02-27,156.19
2023-02-28,157.66
2023-03-01,157.82
2023-03-02,159.18
2023-03-03,160.95
2023-03-06,163.02
2023-03-07,163.84
2023-03-08,164.78
2023-03-09,163.71
2023-03-10,165.26
2023-03-13,166.05
2023-03-14,167.13
2023-03-15,167.65
2023-03-16,169.74
2023-03-17,171.77
2023-03-20,173.75
2023-03-21,171.59
2023-03-22,172.12
2023-03-23,172.31
2023-03-24,171.12
2023-03-27,170.43
2023-03-28,169.63
2023-03-29,167.6
2023-03-30,168.64
2023-03-31,168.87
2023-04-03,171.79
2023-04-04,170.46
2023-04-05,173.11
2023-04-06,174.21
2023-04-07,175.89
2023-04-10,175.64
2023-04-11,175.8
2023-04-12,176.15
2023-04-13,177.39
2023-04-14,178.48
2023-04-17,177.65
2023-04-18,174.74
2023-04-19,175.37
2023-04-20,174.99
2023-04-21,177.19
2023-04-24,178.88
2023-04-25,177.36
2023-04-26,178.56
2023-04-27,176.07
2023-04-28,175.57
2023-05-01,172.04
2023-05-02,173.38
2023-05-03,172.55
2023-05-04,174.09
2023-05-05,176.14
2023-05-08,176.66
2023-05-09,179.48
2023-05-10,178.78
2023-05-11,177.37
2023-05-12,175.99
2023-05-15,178.49
2023-05-16,180.88
2023-05-17,179.79
2023-05-18,181.85
2023-05-19,181.55
2023-05-22,183.39
2023-05-23,181.53
2023-05-24,181.84
2023-05-25,182.82
2023-05-26,182.42
2023-05-29,185.16
2023-05-30,186.68
2023-05-31,185.71
2023-06-01,189.31
2023-06-02,188.59
2023-06-05,188.05
2023-06-06,186.69
2023-06-07,187.49
2023-06-08,186.71
2023-06-09,185.38
2023-06-12,186.41
2023-06-13,184.62
2023-06-14,183.35
2023-06-15,183.89
2023-06-16,182.26
2023-06-19,184.42
2023-06-20,185.28
2023-06-21,184.27
2023-06-22,181.98
2023-06-23,180.98
2023-06-26,181.28
2023-06-27,182.02
2023-06-28,182.4
2023-06-29,182.53
2023-06-30,181.76
2023-07-03,181.09
2023-07-04,181.01
2023-07-05,180.78
2023-07-06,181.25
2023-07-07,177.54
2023-07-10,177.28
2023-07-11,177.38
2023-07-12,175.49
2023-07-13,177.09
2023-07-14,176.75
2023-07-17,179.27
2023-07-18,179.24
2023-07-19,181.9
2023-07-20,182.01
2023-07-21,182.86
2023-07-24,183.45
2023-07-25,183.97
2023-07-26,184.99
2023-07-27,184.29
2023-07-28,184.51
2023-07-31,185.07
2023-08-01,186.07
2023-08-02,183.7
2023-08-03,181.46
2023-08-04,182.53
2023-08-07,184.37
2023-08-08,186.22
2023-08-09,186.07
2023-08-10,187.44
2023-08-11,187.49
2023-08-14,188.53
2023-08-15,189.38
2023-08-16,189.75
2023-08-17,190.34
2023-08-18,189.68
2023-08-21,187.85
2023-08-22,189.06
2023-08-23,187.86
2023-08-24,184.19
2023-08-25,182.57
2023-08-28,182.72
2023-08-29,183.51
2023-08-30,182.18
2023-08-31,181.16
2023-09-01,180.46
2023-09-04,177.86
2023-09-05,176.85
2023-09-06,177.14
2023-09-07,177.38
2023-09-08,177.82
2023-09-11,180.12
2023-09-12,183.77
2023-09-13,185.37
2023-09-14,185.88
2023-09-15,184.5
2023-09-18,187.26
2023-09-19,188.12
2023-09-20,189.44
2023-09-21,187.43
2023-09-22,189.07
2023-09-25,190.03
2023-09-26,191.95
2023-09-27,191.3
2023-09-28,191.74
2023-09-29,190.29
2023-10-02,193.63
2023-10-03,192.65
2023-10-04,192.3
2023-10-05,194.71
2023-10-06,191.43
2023-10-09,188.57
2023-10-10,188.01
2023-10-11,188.27
2023-10-12,190.55
2023-10-13,191.89
2023-10-16,191.9
2023-10-17,189.17
2023-10-18,190.01
2023-10-19,189.8
2023-10-20,191.78
2023-10-23,193.68
2023-10-24,194.26
2023-10-25,194.79
2023-10-26,194.55
2023-10-27,193.05
2023-10-30,191.73
2023-10-31,191.42
2023-11-01,191.52
2023-11-02,193.79
2023-11-03,197.39
2023-11-06,198.11
2023-11-07,199.36
2023-11-08,200.21
2023-11-09,198.76
2023-11-10,196.72
2023-11-13,199.99
2023-11-14,200.73
2023-11-15,200.04
2023-11-16,195.86
2023-11-17,194.75
2023-11-20,194.28
2023-11-21,196.05
2023-11-22,200.45
2023-11-23,199.88
2023-11-24,201.46
2023-11-27,200.55
2023-11-28,201.12
2023-11-29,203.67
2023-11-30,203.15
2023-12-01,205.53
2023-12-04,206.98
2023-12-05,205.72
2023-12-06,205.44
2023-12-07,205.89
2023-12-08,204.38
2023-12-11,204.61
2023-12-12,206.35
2023-12-13,202.84
2023-12-14,202.25
2023-12-15,203.49
2023-12-18,203.81
2023-12-19,202.48
2023-12-20,203.3
2023-12-21,204.56
2023-12-22,207.85
2023-12-25,208.39
2023-12-26,208.01
2023-12-27,207.45
2023-12-28,203.78
2023-12-29,204.32
2024-01-01,204.76
2024-01-02,203.84
2024-01-03,206.39
2024-01-04,206.87
2024-01-05,207.67
2024-01-08,209.09
2024-01-09,208.08
2024-01-10,211.87
2024-01-11,213.31
2024-01-12,214.1
2024-01-15,214.93
2024-01-16,213.9
2024-01-17,212.21
2024-01-18,213.15
2024-01-19,212.69
2024-01-22,212.28
2024-01-23,213.67
2024-01-24,214.58
2024-01-25,219.13
2024-01-26,217.77
2024-01-29,215.04
2024-01-30,219.92
2024-01-31,220.4
2024-02-01,223.13
2024-02-02,221.3
2024-02-05,219.51
2024-02-06,218.59
2024-02-07,216.8
2024-02-08,214.94
2024-02-09,217.85
2024-02-12,219.55
2024-02-13,221.87
2024-02-14,221.49
2024-02-15,222.1
2024-02-16,226.43
2024-02-19,227.3
2024-02-20,228.62
2024-02-21,230.07
2024-02-22,230.65
2024-02-23,231.27
2024-02-26,230.94
2024-02-27,233.08
2024-02-28,230.16
2024-02-29,231.09
2024-03-01,229.81
2024-03-04,225.87
2024-03-05,226.97
2024-03-06,228.88
2024-03-07,224.74
2024-03-08,224.69
2024-03-11,222.83
2024-03-12,219.65
2024-03-13,221.59
2024-03-14,221.69
2024-03-15,224.62
2024-03-18,225.47
2024-03-19,227.65
2024-03-20,225.53
2024-03-21,225.17
2024-03-22,223.33
2024-03-25,225.59
2024-03-26,226.38
2024-03-27,223.8
2024-03-28,223.22
2024-03-29,222.49
2024-04-01,226.86
2024-04-02,221.41
2024-04-03,222.76
2024-04-04,223.6
2024-04-05,223.38
2024-04-08,222.77
2024-04-09,222.41
2024-04-10,221.76
2024-04-11,220.6
2024-04-12,224.54
2024-04-15,227.22
2024-04-16,226.89
2024-04-17,228.36
2024-04-18,228.7
2024-04-19,231.96
2024-04-22,229.92
2024-04-23,230.21
2024-04-24,226.85
2024-04-25,228.06
2024-04-26,228.75
2024-04-29,222.09
2024-04-30,219.14
2024-05-01,218.98
2024-05-02,218.71
2024-05-03,219.71
2024-05-06,220.46
2024-05-07,220.99
2024-05-08,220.71
2024-05-09,218.75
2024-05-10,220.27
2024-05-13,225.71
2024-05-14,227.15
2024-05-15,229.24
2024-05-16,230.25
2024-05-17,229.28
2024-05-20,233.75
2024-05-21,234.23
2024-05-22,237.15
2024-05-23,238.42
2024-05-24,239.99
2024-05-27,240.16
2024-05-28,241.74
2024-05-29,239.66
2024-05-30,238.95
2024-05-31,240.08
2024-06-03,238.89
2024-06-04,242.65
2024-06-05,245.37
2024-06-06,245
2024-06-07,240.82
2024-06-10,239.2
2024-06-11,243.38
2024-06-12,245.03
2024-06-13,244.72
2024-06-14,239.92
2024-06-17,239.96
2024-06-18,242.57
2024-06-19,239
2024-06-20,236.31
2024-06-21,236.6
2024-06-24,236.64
2024-06-25,243.75
2024-06-26,242.68
2024-06-27,247.54
2024-06-28,246.08
2024-07-01,249.21
2024-07-02,249.85
2024-07-03,244.89
2024-07-04,244.25
2024-07-05,241.53
2024-07-08,244.75
2024-07-09,244.47
2024-07-10,242.42
2024-07-11,241.1
2024-07-12,234.79
2024-07-15,235
2024-07-16,233.78
2024-07-17,233.65
2024-07-18,231.37
2024-07-19,229.72
2024-07-22,232.84
2024-07-23,233.67
2024-07-24,232.33
2024-07-25,232.75
2024-07-26,235.87
2024-07-29,237.44
2024-07-30,236.15
2024-07-31,235.14
2024-08-01,235.24
2024-08-02,238.33
2024-08-05,241.75
2024-08-06,244.67
2024-08-07,245.6
2024-08-08,244.98
2024-08-09,244.54
2024-08-12,245.02
2024-08-13,243.72
2024-08-14,244.69
2024-08-15,248.58
2024-08-16,251.11
2024-08-19,249.77
2024-08-20,251.7
2024-08-21,251.15
2024-08-22,252.46
2024-08-23,255.92
2024-08-26,255.24
2024-08-27,259.49
2024-08-28,258.09
2024-08-29,255.26
2024-08-30,255.87
2024-09-02,260.09
2024-09-03,258.84
2024-09-04,265.54
2024-09-05,270.87
2024-09-06,269.27
2024-09-09,270.02
2024-09-10,272.76
2024-09-11,274.23
2024-09-12,273.65
2024-09-13,276.67
2024-09-16,274.44
2024-09-17,274.31
2024-09-18,272.72
2024-09-19,275.53
2024-09-20,275.84
2024-09-23,278.82
2024-09-24,278.42
2024-09-25,277.62
2024-09-26,280
2024-09-27,277.45
2024-09-30,280
2024-10-01,277.88
2024-10-02,278.41
2024-10-03,274.15
2024-10-04,268.72
2024-10-07,272.17
2024-10-08,272.51
2024-10-09,273.06
2024-10-10,269.93
2024-10-11,268.96
2024-10-14,269.51
2024-10-15,270.87
2024-10-16,273.3
2024-10-17,280.34
2024-10-18,275.96
2024-10-21,273.92
2024-10-22,275.41
2024-10-23,277.46
2024-10-24,275.46
2024-10-25,278.42
2024-10-28,279.13
2024-10-29,279.68
2024-10-30,273.13
